id,name,operator,opened,season,epochs,source,source_url,note,ink,days,grounded_from
cnac-shanghai-peiping,Shanghai – Haizhou – Qingdao – Tianjin – Beijing,China National Aviation Corporation (中國航空公司),1929,c. 1933,e1930,"China National Aviation Corporation, Shanghai–Chungking and Shanghai–Peiping routes, c. 1933",https://www.timetableimages.com/ttimages/cn35pea.htm,"North up the coast to the capital — Beijing had been renamed Beijing in 1928, which is what the timetable prints. The same sheet lists two later additions from Chongqing, to Chengdu and to Kweiyang; no times have been found for Kweiyang, so it is named and not drawn.",#5b3a8c,,
cnac-chungking-rangoon,Chongqing – Kunming – Lashio – Rangoon,China National Aviation Corporation (中國航空公司),1939,October 1940,e1942,"China National Aviation Corporation timetable, October 1940",,"The way out. By October 1940 the coast was gone and this was the air equivalent of the Burma Road, once a week each way.",#5b3a8c,,lashio
cnac-chungking-chengtu,Chongqing – Chengdu,China National Aviation Corporation (中國航空公司),,October 1940,e1942,"China National Aviation Corporation timetable, October 1940",,"The provincial shuttle between the wartime capital and the Szechwan plain. The timetable gives it two schedules, and both are drawn.",#5b3a8c,,
cnac-chungking-kiating,Chongqing – Luzhou – Yibin – Kiating,China National Aviation Corporation (中國航空公司),,October 1940,e1942,"China National Aviation Corporation timetable, October 1940",,"Up the Min and the Yangtze into the Szechwan basin, on Mondays and Thursdays. Neither Yibin nor Kiating is on the map's city list.",#5b3a8c,,
cnac-shanghai-canton,Shanghai – Wenzhou – Fuzhou – Xiamen – Shantou – Guangzhou,China National Aviation Corporation (中國航空公司),October 1933,1935,e1930,"China National Aviation Corporation, Shanghai–Canton route, 1935",https://www.timetableimages.com/ttimages/cn35caa.htm,"Every treaty port down a coast that had no through railway. In operation from October 1933; **these times are from 1935**, which is the schedule found.",#5b3a8c,,
mkkk-manchouli-hsinking,Manzhouli – Hailar – Qiqihar – Harbin – Changchun,Manchuria Aviation Company (満洲航空株式会社),,winter 1935,e1942,"Manchuria Aviation Company timetable, winter 1935",https://www.timetableimages.com/ttimages/mkkk35.htm,These are 1935 times on a map of December 1942.,#8c2f39,,
mkkk-harbin-dairen,Harbin – Changchun – Shenyang – Dalian,Manchuria Aviation Company (満洲航空株式会社),,winter 1935,e1942,"Manchuria Aviation Company timetable, winter 1935",https://www.timetableimages.com/ttimages/mkkk35.htm,"The trunk of Manchukuo, daily each way: Harbin through the capital and Shenyang to the sea at Dalian. These are 1935 times on a map of December 1942.",#8c2f39,,
mkkk-hsinking-shingishu,"Changchun – Shenyang – Shingishū, for Tokyo",Manchuria Aviation Company (満洲航空株式会社),,winter 1935,e1942,"Manchuria Aviation Company timetable, winter 1935",https://www.timetableimages.com/ttimages/mkkk35.htm,"The Manchurian end of the through service to Tokyo, away before dawn and at the Korean border by a quarter past seven. **Southbound only**: the source gives one direction. These are 1935 times on a map of December 1942, and this corridor is also drawn as an untimed line from the 1938–39 timetable.",#8c2f39,,
knilm-tarakan-manila,Tarakan – Manila,KNILM (Koninklijke Nederlandsch-Indische Luchtvaart Maatschappij),,c. 1935,e1942,"Complete Map of the Airlines of K.N.I.L.M., c. 1935",https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~356322~90123241:Complete-Map-of-the-Airlines-of-K-N,"The one KNILM line that left the Indies, from the oilfield at Tarakan across the Sulu Sea. **No times: the source is a route map, not a timetable.** Both ends were Japanese by the end of January 1942.",#a9560d,,
patco-manila-baguio,Manila – Baguio,Philippine Aerial Taxi Company (PATCO),,c. mid-1930s,e1930,"PATCO, undated brochure, c. mid-1930s",https://www.timetableimages.com/ttimages/patco.htm,"An hour from the capital to the hill station, twice a day. Not drawn, but on the timetables by then: Manila–Paracale from 1937; INAEC's Manila–Iloilo, Manila–Iloilo–Davao and Iloilo–Bacolod from 1939; Paracale–Legaspi on Philippine Air Lines from 1941.",#0f7b8a,,
siam-korat-nakhonphanom,Korat – Roi Et – Khon Kaen – Udon Thani – Nakhon Phanom,Aerial Transport Company of Siam,,1933,e1930,"Aerial Transport Company of Siam timetable, 1933",https://www.timetableimages.com/ttimages/siam.htm,"The mail up the Khorat plateau to the Mekong. Two services on one line: the long one out on Wednesdays and back on Thursdays, the short one to Udon Thani and back on Mondays. The source gives one clock at each stop, so no time on the ground is shown.",#3f6b1f,,
ina-calcutta-rangoon,Calcutta – Chittagong – Akyab – Bassein – Rangoon,Indian National Airways,,10 December 1933,e1930,"Indian National Airways timetable, 10 December 1933",https://www.timetableimages.com/ttimages/id.htm,"Down the Bay of Bengal to Burma, hugging the Arakan coast: ten hours against three days by steamer. The clock is Indian standard time.",#a03a7a,,
ina-calcutta-dacca,Calcutta – Dacca,Indian National Airways,,10 December 1933,e1930,"Indian National Airways timetable, 10 December 1933",https://www.timetableimages.com/ttimages/id.htm,"Across the delta to Dacca and back. Two schedules, drawn as two circuits: out and back on weekdays, and on Sundays the return only. The clock is Indian standard time.",#a03a7a,,
ina-delhi-karachi,Delhi – Lahore – Multan – Jacobabad – Karachi,Indian National Airways,,November 1938,e1942,"Indian National Airways timetable, November 1938",https://www.timetableimages.com/ttimages/id.htm,"The north-western trunk, down the Indus from Delhi to the sea. Two services, and neither is the other reversed: the short one starts and ends at Lahore. **These are November 1938 times on a map of December 1942**, and the clock is Indian standard time.",#a03a7a,,
airorient-jask-saigon,Jask – Karachi – Allahabad – Calcutta – Rangoon – Bangkok – Saigon,Air Orient,1931,summer 1931,e1930,"Air Orient, summer 1931",https://www.timetableimages.com/ttimages/airori.htm,"The French line to Indochina, a week each way, one stage a day. **The times are not in the source**, which gives only a day at each stop: they are drawn leaving at 08:00 and flying at 180 km/h. Jask is off the western edge of the frame, so the line stops at the edge.",#a32222,,
iaw-karachi-delhi,Jask – Gwadar – Karachi – Jodhpur – Delhi,Imperial Airways,,16 May 1931,e1930,"Imperial Airways timetable, 16 May 1931",https://www.timetableimages.com/ttimages/iaw.htm,"The India end of Imperial Airways' route east, overnighting at Karachi. Jask and Gwadar are off the western edge of the frame, so the line stops at the edge — the Karachi times on the card are the real ones.",#7a6410,,
airfrance-karachi-hongkong,Karachi – Calcutta – Rangoon – Bangkok – Saigon – Hanoi – Hong Kong,Air France,,1938,e1942,"Air France, Extrême-Orient timetable, 1938",,"Air France to Indochina and on to Hong Kong. Given the war, nothing from Bangkok eastward could have been flown in December 1942: that stretch is drawn faint and no aeroplane is put on it. **The times are not in the source** — 08:00 departures at the Dewoitine 338's 320 km/h.",#a32222,,akyab
iaw39-karachi-darwin,Karachi – Calcutta – Rangoon – Singapore – Soerabaja – Darwin,Imperial Airways,,August 1939,e1942,"Imperial Airways timetable, August 1939",https://www.timetableimages.com/ttimages/iaw.htm,"The England–Australia service, Karachi to Darwin in five days. Given the war, the stretch from Akyab eastward could not have been flown in December 1942: it is drawn faint, still answers a press, and no aeroplane is put on it. The Calcutta arrival is estimated, as it was not in the source.",#7a6410,,akyab
iaw39-karachi-calcutta,Karachi – Jodhpur – Delhi – Cawnpore – Allahabad – Calcutta,Imperial Airways,,August 1939,e1942,"Imperial Airways timetable, August 1939",https://www.timetableimages.com/ttimages/iaw.htm,"Karachi to Calcutta in a day, twice a week, away at two in the morning. These are August 1939 times on a map of December 1942; all times are local.",#7a6410,,
airfrance-bangkok-hanoi,Bangkok – Vientiane – Hanoi,Air France,,1938,e1942,"Air France, Extrême-Orient timetable, 1938",,"The inland branch, cutting across Laos where the main line goes round by Saigon. Given the war, it could not have been flown in December 1942: it is drawn faint end to end and no aeroplane is put on it. **The times are not in the source.**",#a32222,,bangkok
mkkk42-hsinking-tokyo,"Changchun – Tokyo, through service",Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). The through service to Tokyo, tabled nonstop: Changchun 9.00, Tokyo 15.00; back Tokyo 9.00, Changchun 16.30, four days a week. 1,600 km for 265 yen. The sheet prints no intermediate call, so none is drawn; the Japan Airways lines on this map show the ground it flew over.",#b5473a,,
mkkk42-hsinking-keijo,Changchun – Shenyang – Keijō,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Two days a week each way to the Korean capital: out Tuesdays and Fridays, back Wednesdays and Saturdays. This is the Manchurian carrier flying into Korea; the Japan Airways Keijō–Changchun line of 1938–39 is the same corridor from the other side.",#b5473a,,
mkkk42-hsinking-dairen,Changchun – Shenyang – Dalian,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Three days a week, an afternoon run south and a morning run north. The winter-1935 Harbin–Dalian line on this map is the same trunk seven years earlier, daily and from Harbin; by 1942 the northern leg is the daily Changchun–Harbin–Jiamusi service.",#b5473a,,
mkkk42-mukden-antung-dairen,"Shenyang – Dandong – Dalian, by the Yalu",Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 21 and 22: Shenyang east into the mountains, down the Yalu through Chian to Dandong, then west along the coast to Dalian. 岫巖 Xiuyan is tabled (590 km, 65 yen) and passed without a call both ways (レ). Out Mondays, Wednesdays and Fridays; back Tuesdays, Thursdays and Saturdays.",#b5473a,,
mkkk42-hsinking-kiamusze,Changchun – Harbin – Jiamusi,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 1 and 2, daily: the capital to Harbin and on down the Sungari to Jiamusi, the hub of the eastern lines. Northbound is a morning flight, southbound an afternoon one.",#b5473a,,
mkkk42-mukden-peking,Shenyang – Tianjin – Beijing,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 sheet.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Flights 13 and 14, tabled daily: Shenyang 9.00, Tianjin 11.40, Beijing 12.25; back 12.45, 13.25 / 13.30, 15.50. The sheet prints the Tianjin distance as 250 km, which the fares (66 yen, against 86 to Beijing at 855 km) say is a misprint for something near 750; the distance is left off that leg.",#b5473a,,mukden
mkkk42-mukden-chengteh,Shenyang – Jinzhou – Chengde,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 sheet.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Flights 11 and 12, tabled daily, to the old summer capital in Jehol.",#b5473a,,mukden
mkkk42-chengteh-paotow,Chengde – Zhangjiakou – Baotou,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 sheet.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Flights 50 and 51 across Inner Mongolia: out Tuesdays and Saturdays in the afternoon, back Sundays and Wednesdays in the morning. 厚和 is Hohhot (Kweisui, today Hohhot) under its Mengchiang name. The China Airways Beijing–Baotou line covers the same three western stops.",#b5473a,,chengde
mkkk42-hsinking-chihfeng,"Changchun – Chifeng, for Chengde",Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 15 and 16, once a week: out Thursdays, back Fridays, across the Mongol banners of western Manchukuo. Chengde is tabled beyond Chifeng (925 km, 124 yen) with no times at all, so that leg is drawn and not flown.",#b5473a,,
mkkk42-hsinking-linkiang,Changchun – Tonghua – Linjiang,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 sheet.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Flights 7 and 8, tabled Mondays, Wednesdays and Fridays, to 中江鎮 on the upper Yalu (Linkiang), opposite Korea.",#b5473a,,changchun
mkkk42-hsinking-hunchun,Changchun – Yanji – Tumen – Hunchun,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 sheet.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Flights 9 and 10, tabled Tuesdays, Thursdays and Saturdays, to the Tumen corner where Manchukuo, Korea and the Soviet Union meet.",#b5473a,,changchun
mkkk42-mutankiang-tungning,Mudanjiang – Suifenhe – Dongning,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 23 and 24, Mondays, Wednesdays and Fridays: a short morning hop to the Soviet frontier and back, timed to connect at Mudanjiang with the daily Changchun–Harbin service, which stands there from 10.05 to 15.10.",#b5473a,,
mkkk42-hsinking-manchouli,Changchun – Qiqihar – Hailar – Manzhouli,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 sheet.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Flights 5 and 6, a two-day journey each way with the night at Hailar: out Mondays, Wednesdays and Fridays as far as Hailar, on to Manzhouli the next morning; back on Tuesdays, Thursdays and Saturdays. The winter-1935 Manzhouli–Changchun line on this map is the same route by way of Harbin; by 1942 it ran by Baicheng instead.",#b5473a,,changchun
mkkk42-harbin-hailar,Harbin – Qiqihar – Hailar,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Once a week: out Thursdays, back Fridays. With the Changchun–Manzhouli line suspended this was the only tabled service to the Barga steppe in July 1942.",#b5473a,,
mkkk42-harbin-heiho,Harbin – Bei'an – Sunwu – Heihe,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 17 and 18, Mondays, Wednesdays and Fridays, north to the Amur opposite Blagoveshchensk. The sheet tables the line as a circuit going on from Heihe by Nunkiang and Qiqihar back to Harbin (1,320 km, 137 yen) but prints no times beyond Heihe, so only the timed arm is drawn.",#b5473a,,
mkkk42-hsinking-mutankiang-harbin,Changchun – Mudanjiang – Harbin,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 26 and 25, daily: a morning leg to Mudanjiang, a five-hour stand while the Dongning and Baoqing feeders go out and come back, and an afternoon leg on. The two halves are printed in separate columns on the sheet and are one aeroplane here.",#b5473a,,
mkkk42-mutankiang-paoching,Mudanjiang – Mishan – Baoqing,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Tuesdays, Thursdays and Saturdays, out and back in a day, connecting at Mudanjiang with the daily Changchun–Harbin service. 東安 Mishan is Mishan under its Manchukuo name; 鷄寧 Jixi is Jixi.",#b5473a,,
mkkk42-fuchin-tungan,Fujin – Raohe – Hutou – Hulin – Mishan,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Tuesdays and Saturdays, down the Ussuri frontier from the Sungari to Mishan (Mishan). The sheet prints no distance for Hulin; 445 km end to end.",#b5473a,,
mkkk42-kiamusze-jaoho,Jiamusi – Baoqing – Fujin – Raohe,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Tuesdays, Thursdays and Saturdays, and printed as a zigzag: Jiamusi to Baoqing (150 km, 23 yen), north to Fujin (95 km, 19), back through Baoqing (11.35 / 11.40, 19 yen) and on to Raohe (25 yen; no distance printed). The return calls at Baoqing only (13.40 / 13.45) and passes Fujin (レ). The map draws each stop once, so the second Baoqing call is on this note and the Fujin–Raohe leg carries the two fares together (44 yen).",#b5473a,,
mkkk42-harbin-fuchin,Harbin – Yilan – Jiamusi – Fujin,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 19 and 20 down the Sungari: Harbin–Jiamusi every day but Sunday, the Jiamusi–Fujin end on Tuesdays, Thursdays and Saturdays. Carried as two services on their own days.",#b5473a,,
mkkk42-kiamusze-mohe,"Jiamusi – Heihe – Mohe, up the Amur",Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Flights 37 and 38, the longest of the frontier lines: 1,260 km up the Amur to Mohe at the top of Manchukuo. Two aeroplanes on the sheet — Jiamusi–Heihe on Mondays, Heihe–Mohe on Tuesdays and Thursdays — carried as two services. 佛山 Jiayin is today's Jiayin; Oupu and Wuyun are river posts placed approximately.",#b5473a,,
mkkk42-kiamusze-fuyuan,Jiamusi – Luobei – Fujin – Tongjiang – Fuyuan,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**July 1942 sheet** (昭和17年6月1日改正). Wednesdays and Fridays. The sheet tables the whole line but prints times only from Fujin: 9.00 out, Tongjiang 9.30 / 9.35, Fuyuan 10.55; back 11.05, 12.30 / 12.35, Fujin 13.10. Jiamusi–Luobei–Fujin is drawn from the fare columns and not flown. Luobei is placed at the old county town on the Amur, approximately.",#b5473a,,
mkkk42-kiamusze-fenghsiang-fuchin,Jiamusi – Fengxiang – Fujin,Manchuria Aviation Company (満洲航空株式会社) · July 1942 sheet,,July 1942 (昭和17.6.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 sheet.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Tabled for Fridays, a morning run down the Sungari with the return in the afternoon. No distances are printed; 16 yen a leg. Fengxiang is placed approximately.",#b5473a,,jiamusi
cak42-peking-dairen,Beijing – Tianjin – Dalian,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 5 and 6, Tuesdays, Thursdays and Saturdays. The 1940 China Airways Dalian line on this map is the same route two years earlier, then daily.",#4a9a88,,
cak42-peking-shanghai,Beijing – Jinan – Xuzhou – Nanjing – Shanghai,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 1 and 2 down the Tianjin–Pukow corridor: south Mondays, Wednesdays and Fridays, north Tuesdays, Thursdays and Saturdays. Nanjing–Shanghai is tabled (50 yen, 270 km) with no times, so that leg is drawn and not flown. Compare the daily 1940 Shanghai line.",#4a9a88,,
cak42-peking-paotow,Beijing – Zhangjiakou – Datong – Hohhot – Baotou,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 7 and 8, once a week: out Thursdays, back Saturdays. The 1940 Baotou line on this map is the same route.",#4a9a88,,
cak42-peking-tsingtao-shanghai,Beijing – Tianjin – Qingdao – Shanghai,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 32 and 31, by the coast: south Tuesdays and Saturdays, north Mondays and Fridays.",#4a9a88,,
cak42-shanghai-taihoku-canton,Shanghai – Taihoku – Guangzhou,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**Suspended (運休) in the July 1942 reprint.** The times are the ones printed beside the 運休 mark; the line is drawn dimmed and no aeroplane flies it. Flights 13 and 14, tabled Mondays and Thursdays south, Tuesdays and Fridays north, with forty minutes on the ground at Taihoku. The only line on the sheet to touch Taiwan.",#4a9a88,,shanghai
cak42-peking-yuncheng,Beijing – Shijiazhuang – Taiyuan – Linfen – Yuncheng,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 27 and 28 into Shansi, once a week: out Mondays, back Tuesdays. 石門 Shijiazhuang is Shihchiachuang.",#4a9a88,,
cak42-peking-kaifeng,Beijing – Shijiazhuang – Anyang – Xinxiang – Kaifeng,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 23 and 24 down the Beijing–Wuhan railway to the Yellow River, once a week: out Wednesdays, back Thursdays. The sheet prints the Anyang arrival as 12.20 and the departure as 12.10; the arrival is taken as 12.00.",#4a9a88,,
cak42-nanking-hankow,Nanjing – Anqing – Jiujiang – Wuhan,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 11 and 12 up the Yangtze, Tuesdays, Thursdays and Fridays, calling at the two river ports the through Shanghai–Wuhan flight passes.",#4a9a88,,
cak42-shanghai-hankow,Shanghai – Nanjing – Wuhan,China Airways Co. (中華航空株式會社) · April 1942 sheet,,April 1942 (昭和17.4.1改正),e1942,"Japanese railway timetable, July 1942 issue (時間表 昭和17年7月號), aviation pages 119–121; 滿洲航空 tables stamped 昭和17.6.1改正, 中華航空 tables 昭和17.4.1改正",,"**April 1942 sheet** (昭和17年4月1日改正), as reprinted in July 1942. Flights 15 and 16, Mondays, Wednesdays and Saturdays: the Yangtze trunk, nonstop from Nanjing to Wuhan. The 1940 line on this map called at Anqing and Jiujiang as well.",#4a9a88,,
